"","Q1","Q2","Q3","Q4","Q5","Province"
"4071","1","Conservative","Wrong","4","Liberal","British Columbia"
"4072","1","Liberal","Right","3","BlocQbc","Quebec"
"4073","1","Liberal","Wrong","3","Conservative","Manitoba"
"4074","1","Conservative","Right","3","Liberal","British Columbia"
"4075","1","Liberal","Unsure","3","Conservative","Ontario"
"4076","1","Conservative","Right","4","Liberal","Prince Edward Island"
"4077","1","Liberal","Wrong","3","Conservative","Quebec"
"4078","1","Conservative","Right","2","Conservative","Newfoundland and Labrador"
"4079","1","PreferNot","Standstill","3","Liberal","Quebec"
"4080","1","Conservative","Standstill","5","Liberal","Ontario"
"4081","0",NA,"Standstill","3",NA,"Ontario"
"4082","1","ndp","Standstill","4","Liberal","Ontario"
"4083","1","ndp","Right","1","Green","Quebec"
"4084","1","Liberal","Right","2","Liberal","Ontario"
"4085","1","Liberal","Right","1","Liberal","British Columbia"
"4086","0",NA,"Wrong","3",NA,"Ontario"
"4087","1","Conservative","Standstill","2","ndp","Quebec"
"4088","1","Liberal","Right","5","Liberal","Ontario"
"4089","1","Conservative","Standstill","1","BlocQbc","Newfoundland and Labrador"
"4090","1","Other","Wrong","4","Conservative","Quebec"
"4091","1","Conservative","Unsure","4","Conservative","Ontario"
"4092","1","Conservative","Wrong","5","Liberal","British Columbia"
"4093","1","Conservative","Right","2","Conservative","British Columbia"
"4094","1","Conservative","Standstill","3","Liberal","Ontario"
"4095","1","Liberal","Right","3","Liberal","Saskatchewan"
"4096","1","Liberal","Right","5","Conservative","Ontario"
"4097","1","Liberal","Standstill","3","Liberal","Ontario"
"4098","1","Liberal","Wrong","5","Liberal","Quebec"
"4099","1","Liberal","Standstill","3","BlocQbc","Alberta"
"4100","1","PreferNot","Wrong","3","Conservative","Alberta"
"4101","1","Liberal","Standstill","5","Liberal","New Brunswick"
"4102","1","Liberal","Wrong","3","Conservative","Alberta"
"4103","1","Conservative","Wrong","1","Conservative","Ontario"
"4104","1","Liberal","Wrong","3","Conservative","Quebec"
"4105","1","Liberal","Wrong","2","Conservative","Ontario"
"4106","1","Liberal","Right","5","Conservative","Ontario"
"4107","1","Liberal","Right","5","Liberal","Quebec"
"4108","1","Conservative","Right","1","Liberal","British Columbia"
"4109","1","Conservative","Right","2","Conservative","Ontario"
"4110","0",NA,"Standstill","4",NA,"Quebec"
"4111","1","Liberal","Wrong","2","Conservative","British Columbia"
"4112","1","Conservative","Wrong","3","Other","British Columbia"
"4113","1","Liberal","Right","1","Liberal","Alberta"
"4114","1","Liberal","Right","5","Conservative","Quebec"
"4115","1","Conservative","Right","4","Conservative","British Columbia"
"4116","1","ndp","Wrong","1","BlocQbc","Ontario"
"4117","1","ndp","Wrong","1","Green","Manitoba"
"4118","1","Conservative","Standstill","1","Liberal","British Columbia"
"4119","1","Liberal","Standstill","3","ndp","Ontario"
"4120","1","Green","Right","1","Conservative","British Columbia"
"4121","1","Liberal","Wrong","1","Green","Quebec"
"4122","1","Liberal","Unsure","2","Liberal","Ontario"
"4123","1","Conservative","Right","1","ndp","British Columbia"
"4124","1","Liberal","Wrong","4","Liberal","Ontario"
"4125","1","ndp","Wrong","1","Other","British Columbia"
"4126","1","ndp","Wrong","1","Conservative","Quebec"
"4127","1","Liberal","Right","4","Liberal","British Columbia"
"4128","1","Conservative","Right","4","BlocQbc","Ontario"
"4129","1","Conservative","Wrong","3","Other","British Columbia"
"4130","1","Conservative","Wrong","1","Liberal","Alberta"
"4131","1","Conservative","Wrong","5","Liberal","British Columbia"
"4132","1","PreferNot","Right","4","Liberal","British Columbia"
"4133","1","BlocQbc","Unsure","2","Liberal","Alberta"
"4134","1","Liberal","Right","2","BlocQbc","Manitoba"
"4135","1","Liberal","Wrong","4","Green","Ontario"
"4136","1","BlocQbc","Standstill","1","Conservative","Ontario"
"4137","1","Liberal","Standstill","4","Conservative","Quebec"
"4138","1","Conservative","Right","3","Liberal","Ontario"
"4139","1","Conservative","Wrong","4","Conservative","Nova Scotia"
"4140","1","Conservative","Standstill","5","Conservative","Quebec"
"4141","1","Liberal","Standstill","1","Liberal","Ontario"
"4142","1","PreferNot","Right","4","Conservative","Saskatchewan"
"4143","1","Liberal","Standstill","2","Conservative","Quebec"
"4144","1","Liberal","Standstill","3","Liberal","New Brunswick"
"4145","1","Liberal","Wrong","1","Liberal","Ontario"
"4146","1","Green","Unsure","1","Green","Ontario"
"4147","1","Liberal","Wrong","3","Liberal","British Columbia"
"4148","1","Conservative","Standstill","4","Liberal","Quebec"
"4149","1","ndp","Right","4","BlocQbc","Quebec"
"4150","1","Liberal","Standstill","5","Liberal","Quebec"
"4151","1","Conservative","Right","1","Liberal","Ontario"
"4152","1","Conservative","Right","5","Liberal","British Columbia"
"4153","1","Liberal","Unsure","4","Liberal","Quebec"
"4154","1","Liberal","Right","4","Liberal","Quebec"
"4155","1","Liberal","Right","4","Green","Ontario"
"4156","0",NA,"Standstill","4",NA,"Ontario"
"4157","1","Conservative","Right","1","Liberal","Quebec"
"4158","1","Liberal","Wrong","3","Conservative","Alberta"
"4159","1","Liberal","Wrong","2","Conservative","Quebec"
"4160","1","Liberal","Standstill","2","Liberal","British Columbia"
"4161","1","Conservative","Unsure","1","Liberal","Ontario"
"4162","0",NA,"Wrong","1",NA,"Ontario"
"4163","1","Conservative","Standstill","1","Liberal","Saskatchewan"
"4164","1","Liberal","Right","5","Liberal","Ontario"
"4165","1","Liberal","Standstill","2","Conservative","Ontario"
"4166","1","Liberal","Right","2","Liberal","Quebec"
"4167","1","Conservative","Right","5","Liberal","Ontario"
"4168","1","Liberal","Right","2","Conservative","British Columbia"
"4169","1","Liberal","Right","4","Liberal","British Columbia"
"4170","1","Conservative","Right","3","Liberal","Ontario"
"4171","0",NA,"Wrong","2",NA,"Ontario"
"4172","0",NA,"Right","5",NA,"Manitoba"
"4173","1","Green","Wrong","3","Conservative","Alberta"
"4174","1","Liberal","Wrong","1","Conservative","Ontario"
"4175","0",NA,"Right","5",NA,"Ontario"
"4176","1","Liberal","Wrong","1","Conservative","Ontario"
"4177","1","Liberal","Wrong","4","Other","Alberta"
"4178","1","ndp","Wrong","3","Liberal","Manitoba"
"4179","1","Conservative","Right","2","Liberal","British Columbia"
"4180","1","Liberal","Standstill","2","Liberal","British Columbia"
"4181","1","PreferNot","Right","3","Liberal","Ontario"
"4182","0",NA,"Standstill","4",NA,"Quebec"
"4183","1","Liberal","Wrong","1","Liberal","Alberta"
"4184","1","Liberal","Right","4","Conservative","Ontario"
"4185","0",NA,"Right","5",NA,"Ontario"
"4186","1","Liberal","Wrong","2","Conservative","Newfoundland and Labrador"
"4187","1","Conservative","Wrong","3","Conservative","Ontario"
"4188","1","Liberal","Wrong","3","Conservative","Ontario"
"4189","0",NA,"Standstill","1",NA,"British Columbia"
"4190","1","Liberal","Right","2","Liberal","Quebec"
"4191","1","Liberal","Standstill","5","ndp","Alberta"
"4192","1","Conservative","Standstill","5","Conservative","Alberta"
"4193","0",NA,"Wrong","4",NA,"Quebec"
"4194","1","Conservative","Wrong","2","Liberal","Alberta"
"4195","1","Conservative","Wrong","2","Liberal","Quebec"
"4196","0",NA,"Right","3",NA,"Ontario"
"4197","0",NA,"Standstill","2",NA,"Ontario"
"4198","1","Liberal","Unsure","2","Liberal","Alberta"
"4199","1","Conservative","Wrong","1","Other","Ontario"
"4200","0",NA,"Standstill","5",NA,"British Columbia"
"4201","0",NA,"Standstill","1",NA,"Alberta"
"4202","1","Conservative","Standstill","3","Conservative","Ontario"
"4203","1","Conservative","Wrong","3","Conservative","Ontario"
"4204","1","Liberal","Wrong","1","Liberal","Ontario"
"4205","1","ndp","Right","5","Liberal","Quebec"
"4206","1","Liberal","Wrong","4","Liberal","Ontario"
"4207","1","ndp","Wrong","5","Liberal","Alberta"
"4208","1","BlocQbc","Wrong","4","Conservative","Ontario"
"4209","1","Liberal","Unsure","2","Conservative","Ontario"
"4210","1","Conservative","Wrong","4","Conservative","Ontario"
"4211","1","BlocQbc","Right","2","Conservative","Ontario"
"4212","1","BlocQbc","Right","4","Liberal","Saskatchewan"
"4213","1","Liberal","Right","5","Liberal","Ontario"
"4214","1","Conservative","Right","3","Conservative","British Columbia"
"4215","1","Conservative","Right","1","Conservative","Ontario"
"4216","1","Liberal","Right","2","Liberal","Ontario"
"4217","0",NA,"Standstill","3",NA,"Ontario"
"4218","0",NA,"Right","2",NA,"Ontario"
"4219","1","Conservative","Wrong","3","ndp","British Columbia"
"4220","1","Liberal","Wrong","2","Conservative","Ontario"
"4221","1","PreferNot","Standstill","3","Conservative","Newfoundland and Labrador"
"4222","1","Liberal","Right","2","BlocQbc","Saskatchewan"
"4223","1","Conservative","Unsure","2","Conservative","New Brunswick"
"4224","1","Liberal","Standstill","5","Conservative","Manitoba"
"4225","1","Liberal","Right","4","Conservative","Ontario"
"4226","1","Liberal","Right","1","Liberal","Ontario"
"4227","0",NA,"Right","1",NA,"Ontario"
"4228","1","Conservative","Right","3","Liberal","Quebec"
"4229","1","Liberal","Right","2","ndp","British Columbia"
"4230","1","Liberal","Wrong","5","Liberal","New Brunswick"
"4231","1","ndp","Wrong","3","Liberal","British Columbia"
"4232","0",NA,"Right","4",NA,"Alberta"
"4233","1","Liberal","Standstill","2","Conservative","Ontario"
"4234","1","ndp","Right","4","Green","British Columbia"
"4235","1","Liberal","Unsure","3","Liberal","Ontario"
"4236","1","Liberal","Right","3","Conservative","British Columbia"
"4237","1","Liberal","Right","4","Liberal","British Columbia"
"4238","1","Liberal","Wrong","4","Liberal","Quebec"
"4239","1","Liberal","Wrong","5","Conservative","Ontario"
"4240","0",NA,"Right","3",NA,"Quebec"
"4241","1","Conservative","Right","4","Liberal","Ontario"
"4242","1","Liberal","Standstill","5","Conservative","Quebec"
"4243","1","Liberal","Standstill","3","Conservative","Quebec"
"4244","1","Liberal","Wrong","2","Green","Ontario"
"4245","1","Liberal","Standstill","3","Liberal","Quebec"
"4246","1","Conservative","Standstill","2","BlocQbc","Quebec"
"4247","1","Liberal","Right","1","BlocQbc","British Columbia"
"4248","1","Liberal","Unsure","1","ndp","Quebec"
"4249","1","Conservative","Right","2","Liberal","Ontario"
"4250","1","Conservative","Wrong","1","Conservative","New Brunswick"
"4251","1","BlocQbc","Unsure","2","Liberal","Ontario"
"4252","0",NA,"Right","4",NA,"Newfoundland and Labrador"
"4253","1","Liberal","Standstill","4","Liberal","Ontario"
"4254","1","Conservative","Right","5","Liberal","Quebec"
"4255","1","BlocQbc","Right","5","Conservative","Quebec"
"4256","1","Liberal","Unsure","5","Conservative","British Columbia"
"4257","1","BlocQbc","Wrong","2","Liberal","Ontario"
"4258","1","Liberal","Standstill","2","Liberal","British Columbia"
"4259","1","Liberal","Right","2","Conservative","Quebec"
"4260","1","Conservative","Standstill","4","Other","Ontario"
"4261","1","Liberal","Wrong","4","Liberal","Ontario"
"4262","1","Conservative","Wrong","4","Conservative","Manitoba"
"4263","1","ndp","Wrong","2","BlocQbc","Ontario"
"4264","1","Liberal","Right","2","Liberal","Ontario"
"4265","1","Conservative","Right","2","Conservative","Quebec"
"4266","1","Liberal","Right","2","Green","Ontario"
"4267","0",NA,"Right","1",NA,"British Columbia"
"4268","1","Conservative","Unsure","3","BlocQbc","Alberta"
"4269","1","Conservative","Right","2","Liberal","Ontario"
"4270","0",NA,"Wrong","4",NA,"Alberta"
"4271","1","Conservative","Right","1","BlocQbc","Saskatchewan"
"4272","0",NA,"Standstill","1",NA,"Quebec"
"4273","1","Conservative","Unsure","5","Liberal","Alberta"
"4274","0",NA,"Wrong","4",NA,"Quebec"
"4275","1","Liberal","Wrong","5","Liberal","Manitoba"
"4276","0",NA,"Right","2",NA,"Quebec"
"4277","1","Conservative","Right","5","Liberal","Nova Scotia"
"4278","1","Liberal","Standstill","3","Liberal","Ontario"
"4279","1","Liberal","Wrong","2","Conservative","Alberta"
"4280","1","Conservative","Standstill","2","Liberal","Ontario"
"4281","1","Liberal","Standstill","5","Other","Saskatchewan"
"4282","1","Liberal","Wrong","4","Conservative","Nova Scotia"
"4283","1","Conservative","Wrong","4","Liberal","Ontario"
"4284","0",NA,"Right","4",NA,"Ontario"
"4285","1","Conservative","Wrong","4","Liberal","Manitoba"
"4286","1","Conservative","Wrong","3","Liberal","Saskatchewan"
"4287","1","Conservative","Wrong","4","Liberal","Saskatchewan"
"4288","1","Liberal","Standstill","3","BlocQbc","Alberta"
"4289","1","Liberal","Right","5","Liberal","Quebec"
"4290","1","Conservative","Standstill","5","Conservative","Quebec"
"4291","1","BlocQbc","Standstill","4","BlocQbc","Ontario"
"4292","1","ndp","Wrong","4","Conservative","Ontario"
"4293","1","Liberal","Right","4","Conservative","Ontario"
"4294","1","Liberal","Wrong","1","Liberal","Quebec"
"4295","1","Liberal","Right","3","BlocQbc","British Columbia"
"4296","1","Conservative","Standstill","3","Liberal","British Columbia"
"4297","1","Conservative","Wrong","1","Conservative","Ontario"
"4298","1","Green","Wrong","3","BlocQbc","Ontario"
"4299","1","BlocQbc","Right","4","Liberal","Quebec"
"4300","0",NA,"Standstill","1",NA,"Alberta"
"4301","1","BlocQbc","Right","4","Liberal","Quebec"
"4302","1","Conservative","Unsure","4","Conservative","British Columbia"
"4303","1","ndp","Standstill","1","Conservative","Quebec"
"4304","1","Liberal","Right","2","Liberal","Newfoundland and Labrador"
"4305","1","Conservative","Wrong","5","Liberal","Quebec"
"4306","1","Liberal","Standstill","4","Conservative","Ontario"
"4307","0",NA,"Right","5",NA,"Alberta"
"4308","1","Liberal","Wrong","5","Conservative","Ontario"
"4309","1","Liberal","Standstill","2","ndp","Ontario"
"4310","0",NA,"Wrong","3",NA,"Saskatchewan"
"4311","1","Liberal","Wrong","5","Liberal","Alberta"
"4312","1","PreferNot","Right","2","Conservative","Saskatchewan"
"4313","1","Conservative","Right","3","Liberal","British Columbia"
"4314","1","Liberal","Wrong","5","Liberal","Alberta"
"4315","1","PreferNot","Wrong","3","Conservative","British Columbia"
"4316","1","Liberal","Wrong","3","Conservative","Alberta"
"4317","1","Liberal","Right","2","ndp","Ontario"
"4318","1","Liberal","Wrong","3","Liberal","Alberta"
"4319","1","Conservative","Standstill","2","Liberal","Manitoba"
"4320","1","Liberal","Right","3","Liberal","Ontario"
"4321","1","Liberal","Right","3","Liberal","British Columbia"
"4322","1","Conservative","Right","4","ndp","Quebec"
"4323","1","Conservative","Wrong","1","Liberal","Ontario"
"4324","1","Liberal","Wrong","5","Conservative","Ontario"
"4325","1","ndp","Wrong","4","Conservative","Alberta"
"4326","1","Liberal","Standstill","5","ndp","Quebec"
"4327","1","Liberal","Right","4","Liberal","Saskatchewan"
"4328","1","BlocQbc","Standstill","4","Liberal","Ontario"
"4329","1","Conservative","Right","4","Conservative","Quebec"
"4330","1","Conservative","Wrong","3","ndp","Quebec"
"4331","1","Liberal","Unsure","5","Liberal","Ontario"
"4332","1","Liberal","Wrong","2","ndp","Ontario"
"4333","1","Liberal","Right","3","Conservative","Manitoba"
"4334","1","Conservative","Standstill","5","Liberal","Ontario"
"4335","1","Liberal","Standstill","1","Conservative","Alberta"
"4336","1","Conservative","Standstill","2","Liberal","Quebec"
"4337","1","Conservative","Wrong","4","Conservative","Ontario"
"4338","1","Liberal","Wrong","5","Liberal","New Brunswick"
"4339","1","Liberal","Unsure","2","ndp","Quebec"
"4340","1","Conservative","Wrong","1","Liberal","Ontario"
"4341","0",NA,"Wrong","4",NA,"Ontario"
"4342","1","Conservative","Right","5","Liberal","Quebec"
"4343","1","Liberal","Wrong","3","Liberal","Ontario"
"4344","1","Conservative","Standstill","3","Liberal","Ontario"
"4345","1","BlocQbc","Right","2","Liberal","Ontario"
"4346","1","BlocQbc","Right","3","Conservative","Alberta"
"4347","1","Liberal","Unsure","4","Liberal","Ontario"
"4348","1","BlocQbc","Wrong","3","BlocQbc","Saskatchewan"
"4349","1","Liberal","Right","4","Liberal","Quebec"
"4350","1","Conservative","Right","5","Conservative","Quebec"
"4351","1","Conservative","Right","3","Conservative","Quebec"
"4352","1","Conservative","Standstill","2","Liberal","Saskatchewan"
"4353","0",NA,"Standstill","3",NA,"Quebec"
"4354","1","Liberal","Wrong","3","BlocQbc","Quebec"
"4355","1","Conservative","Unsure","3","ndp","Ontario"
"4356","1","BlocQbc","Right","4","Conservative","Quebec"
"4357","1","Conservative","Right","1","Conservative","Ontario"
"4358","1","Conservative","Wrong","2","Green","Ontario"
"4359","0",NA,"Right","5",NA,"Ontario"
"4360","1","Conservative","Wrong","1","Liberal","British Columbia"
"4361","1","ndp","Wrong","5","Liberal","Quebec"
"4362","1","Liberal","Standstill","2","Liberal","British Columbia"
"4363","1","Liberal","Right","1","Conservative","Nova Scotia"
"4364","1","Conservative","Right","2","Other","Ontario"
"4365","1","Liberal","Wrong","2","Conservative","British Columbia"
"4366","1","Conservative","Right","5","Conservative","Quebec"
"4367","1","Conservative","Wrong","2","ndp","Alberta"
"4368","1","Conservative","Standstill","3","BlocQbc","Alberta"
"4369","1","Conservative","Wrong","4","BlocQbc","Quebec"
"4370","1","ndp","Wrong","5","Liberal","Ontario"
"4371","1","ndp","Right","5","Other","Ontario"
"4372","1","Liberal","Wrong","4","BlocQbc","Ontario"
"4373","1","Conservative","Right","3","ndp","Alberta"
"4374","1","Conservative","Right","3","Other","Ontario"
"4375","1","Liberal","Wrong","4","Liberal","Ontario"
"4376","1","Liberal","Unsure","4","Liberal","Alberta"
"4377","1","Conservative","Right","1","Other","Quebec"
"4378","1","Liberal","Wrong","1","Liberal","New Brunswick"
"4379","1","Liberal","Right","1","Liberal","Ontario"
"4380","0",NA,"Standstill","2",NA,"Quebec"
"4381","1","Liberal","Right","5","ndp","British Columbia"
"4382","1","BlocQbc","Right","4","Conservative","Ontario"
"4383","1","Conservative","Unsure","3","Liberal","British Columbia"
"4384","1","Conservative","Wrong","2","Liberal","Quebec"
"4385","1","Liberal","Unsure","4","Conservative","Ontario"
"4386","1","Liberal","Standstill","3","Liberal","British Columbia"
"4387","0",NA,"Unsure","4",NA,"Quebec"
"4388","1","Conservative","Right","5","Liberal","Ontario"
"4389","0",NA,"Standstill","2",NA,"Ontario"
"4390","1","Conservative","Wrong","3","Conservative","Alberta"
"4391","1","Conservative","Right","5","Conservative","Quebec"
"4392","1","Conservative","Right","3","Conservative","Quebec"
"4393","1","Conservative","Wrong","4","Liberal","Quebec"
"4394","1","Liberal","Wrong","4","BlocQbc","Alberta"
"4395","1","Liberal","Right","3","Liberal","British Columbia"
"4396","1","Green","Right","4","Conservative","Ontario"
"4397","1","Conservative","Wrong","3","Liberal","Ontario"
"4398","1","Conservative","Standstill","1","Liberal","Alberta"
"4399","1","Liberal","Right","2","Liberal","New Brunswick"
"4400","1","Liberal","Standstill","1","Liberal","Ontario"
"4401","1","Conservative","Unsure","5","Conservative","Ontario"
"4402","1","Conservative","Right","4","Conservative","Ontario"
"4403","1","Conservative","Wrong","3","Liberal","Manitoba"
"4404","1","BlocQbc","Unsure","5","Liberal","Quebec"
"4405","1","Liberal","Right","4","Liberal","British Columbia"
"4406","1","Liberal","Wrong","3","Liberal","Ontario"
"4407","1","Conservative","Unsure","4","Conservative","Ontario"
"4408","1","Green","Standstill","4","Liberal","Quebec"
"4409","1","Conservative","Right","4","Conservative","Ontario"
"4410","1","Liberal","Wrong","3","Conservative","Ontario"
"4411","0",NA,"Wrong","2",NA,"Manitoba"
"4412","1","Liberal","Standstill","1","Liberal","Ontario"
"4413","1","Liberal","Wrong","5","Conservative","Alberta"
"4414","0",NA,"Wrong","2",NA,"Ontario"
"4415","1","Liberal","Wrong","3","Other","Alberta"
"4416","1","Conservative","Right","1","Conservative","Quebec"
"4417","1","BlocQbc","Right","1","Conservative","Ontario"
"4418","1","Liberal","Right","2","Liberal","Alberta"
"4419","1","Liberal","Standstill","2","Conservative","Quebec"
"4420","1","Liberal","Right","4","Conservative","British Columbia"
"4421","1","PreferNot","Standstill","4","Liberal","Prince Edward Island"
"4422","1","BlocQbc","Wrong","1","Liberal","Newfoundland and Labrador"
"4423","1","Conservative","Standstill","3","Conservative","Quebec"
"4424","1","Liberal","Right","3","Green","Quebec"
"4425","1","Liberal","Right","4","Liberal","British Columbia"
"4426","1","Conservative","Right","3","Liberal","Manitoba"
"4427","1","Liberal","Standstill","2","Conservative","Ontario"
"4428","1","Conservative","Right","4","Liberal","Alberta"
"4429","1","Liberal","Wrong","2","Conservative","Ontario"
"4430","1","Liberal","Wrong","4","Conservative","Quebec"
"4431","1","Liberal","Standstill","5","Liberal","British Columbia"
"4432","1","Liberal","Right","4","Liberal","Newfoundland and Labrador"
"4433","0",NA,"Standstill","2",NA,"British Columbia"
"4434","1","Liberal","Wrong","3","Liberal","Ontario"
"4435","1","Conservative","Right","2","Conservative","Nova Scotia"
"4436","1","Liberal","Wrong","5","Liberal","Ontario"
"4437","1","Conservative","Wrong","5","Conservative","Ontario"
"4438","1","Liberal","Wrong","1","Conservative","Alberta"
"4439","1","Conservative","Standstill","3","Conservative","Quebec"
"4440","0",NA,"Right","2",NA,"Ontario"
"4441","1","Conservative","Unsure","4","Other","Alberta"
"4442","1","Conservative","Wrong","2","Conservative","Ontario"
"4443","1","Conservative","Right","3","Liberal","Quebec"
"4444","1","Conservative","Wrong","2","BlocQbc","Quebec"
"4445","1","Liberal","Right","4","Liberal","Quebec"
"4446","1","Liberal","Standstill","4","Liberal","Quebec"
"4447","1","Conservative","Standstill","2","Liberal","Alberta"
"4448","1","Liberal","Unsure","2","Conservative","Quebec"
"4449","1","Conservative","Wrong","2","ndp","Quebec"
"4450","1","Conservative","Right","1","Liberal","British Columbia"
"4451","1","Conservative","Right","2","Liberal","Nova Scotia"
"4452","1","PreferNot","Unsure","3","Liberal","Ontario"
"4453","1","Liberal","Wrong","2","Liberal","Ontario"
"4454","1","ndp","Wrong","1","Liberal","Quebec"
"4455","0",NA,"Wrong","5",NA,"Ontario"
"4456","0",NA,"Unsure","2",NA,"New Brunswick"
"4457","1","Conservative","Right","3","Green","Ontario"
"4458","1","Conservative","Wrong","1","Liberal","British Columbia"
"4459","1","Conservative","Unsure","5","Conservative","Alberta"
"4460","1","BlocQbc","Standstill","3","Liberal","Ontario"
"4461","1","Conservative","Wrong","3","Liberal","Ontario"
"4462","1","Liberal","Wrong","3","Conservative","Saskatchewan"
"4463","1","Conservative","Standstill","2","Conservative","British Columbia"
"4464","1","BlocQbc","Unsure","4","Liberal","Ontario"
"4465","1","ndp","Standstill","1","Liberal","British Columbia"
"4466","1","Conservative","Right","1","Liberal","Quebec"
"4467","1","Green","Wrong","4","Liberal","Ontario"
"4468","1","Liberal","Wrong","1","Liberal","Alberta"
"4469","1","BlocQbc","Standstill","4","Liberal","Ontario"
"4470","0",NA,"Wrong","1",NA,"Saskatchewan"
"4471","1","ndp","Standstill","1","Conservative","Quebec"
"4472","1","Liberal","Wrong","4","Liberal","Ontario"
"4473","1","BlocQbc","Right","4","Conservative","British Columbia"
"4474","1","Liberal","Wrong","3","Conservative","Ontario"
"4475","1","Liberal","Wrong","4","Conservative","Alberta"
"4476","1","Conservative","Wrong","5","Liberal","Quebec"
"4477","1","Conservative","Standstill","5","Liberal","Ontario"
"4478","1","Liberal","Wrong","1","Liberal","British Columbia"
"4479","1","Conservative","Wrong","3","Conservative","Prince Edward Island"
"4480","1","Conservative","Right","4","Conservative","Ontario"
"4481","1","Conservative","Wrong","1","ndp","Ontario"
"4482","1","Conservative","Right","4","Conservative","Ontario"
"4483","1","Liberal","Right","4","Conservative","Alberta"
"4484","0",NA,"Right","4",NA,"Ontario"
"4485","1","Liberal","Right","5","Conservative","Ontario"
"4486","1","BlocQbc","Unsure","1","Conservative","Quebec"
"4487","1","Conservative","Right","1","Liberal","British Columbia"
"4488","1","Liberal","Unsure","2","Liberal","Ontario"
"4489","1","Conservative","Unsure","2","Liberal","British Columbia"
"4490","0",NA,"Right","4",NA,"Quebec"
"4491","1","BlocQbc","Standstill","3","Conservative","Quebec"
"4492","0",NA,"Unsure","2",NA,"Quebec"
"4493","1","Liberal","Wrong","5","Conservative","British Columbia"
"4494","1","Conservative","Wrong","3","Green","Ontario"
"4495","1","Liberal","Right","2","Liberal","Ontario"
"4496","1","Green","Standstill","2","Liberal","Quebec"
"4497","1","Liberal","Standstill","4","ndp","Ontario"
"4498","1","Conservative","Wrong","2","Liberal","Ontario"
"4499","1","ndp","Wrong","4","Green","British Columbia"
"4500","1","Liberal","Right","3","Liberal","Ontario"
"4501","1","Conservative","Right","5","Liberal","Alberta"
"4502","1","ndp","Standstill","4","Liberal","Alberta"
"4503","1","Liberal","Wrong","3","Liberal","Quebec"
"4504","1","ndp","Right","4","Liberal","Ontario"
"4505","1","PreferNot","Wrong","5","Liberal","British Columbia"
"4506","1","Conservative","Standstill","4","Liberal","Ontario"
"4507","1","Liberal","Standstill","3","Conservative","Ontario"
"4508","1","Conservative","Right","2","BlocQbc","British Columbia"
"4509","1","Conservative","Right","4","Conservative","Ontario"
"4510","1","Liberal","Wrong","3","Conservative","Quebec"
"4511","1","Liberal","Right","5","Conservative","Ontario"
"4512","1","Liberal","Right","1","ndp","Quebec"
"4513","1","ndp","Right","1","Liberal","Ontario"
"4514","1","Conservative","Standstill","5","Liberal","Quebec"
"4515","0",NA,"Standstill","5",NA,"Ontario"
"4516","1","Liberal","Right","4","Liberal","Saskatchewan"
"4517","1","Liberal","Right","1","Liberal","Ontario"
"4518","1","PreferNot","Right","1","Liberal","Quebec"
"4519","1","Liberal","Standstill","4","Conservative","Saskatchewan"
"4520","1","Conservative","Right","4","Conservative","Ontario"
"4521","0",NA,"Wrong","5",NA,"Ontario"
"4522","1","Liberal","Right","4","Liberal","Ontario"
"4523","1","BlocQbc","Right","4","Liberal","British Columbia"
"4524","1","BlocQbc","Standstill","3","Liberal","Ontario"
"4525","1","Liberal","Unsure","4","Liberal","Quebec"
"4526","1","Conservative","Right","2","BlocQbc","Saskatchewan"
"4527","1","Liberal","Standstill","5","Conservative","Ontario"
"4528","1","Liberal","Right","3","Conservative","New Brunswick"
"4529","1","PreferNot","Wrong","1","Liberal","Quebec"
"4530","1","Liberal","Right","2","Green","Ontario"
"4531","1","Conservative","Unsure","5","Conservative","Alberta"
"4532","1","Liberal","Right","4","Conservative","Ontario"
"4533","1","Liberal","Standstill","5","Conservative","Ontario"
"4534","1","Conservative","Wrong","5","ndp","Ontario"
"4535","1","Liberal","Standstill","1","ndp","Ontario"
"4536","1","Green","Unsure","3","Liberal","Alberta"
"4537","1","Liberal","Wrong","4","Conservative","Prince Edward Island"
"4538","1","Conservative","Standstill","2","Conservative","Ontario"
"4539","1","Liberal","Right","5","Liberal","Quebec"
"4540","1","Liberal","Right","4","Liberal","British Columbia"
"4541","1","ndp","Wrong","5","Conservative","Alberta"
"4542","1","Liberal","Wrong","4","Other","Ontario"
"4543","1","BlocQbc","Right","4","Liberal","Quebec"
"4544","1","Liberal","Standstill","3","Conservative","Ontario"
"4545","1","Conservative","Standstill","5","Liberal","Quebec"
"4546","1","ndp","Wrong","3","Liberal","Ontario"
"4547","1","ndp","Wrong","2","BlocQbc","Ontario"
"4548","1","Green","Unsure","3","Conservative","British Columbia"
"4549","1","BlocQbc","Standstill","3","Green","Manitoba"
"4550","1","Liberal","Right","1","Conservative","Saskatchewan"
"4551","1","Conservative","Standstill","4","Liberal","Ontario"
"4552","1","BlocQbc","Wrong","3","BlocQbc","Ontario"
"4553","1","Liberal","Wrong","5","Liberal","British Columbia"
"4554","1","Liberal","Standstill","3","Conservative","Ontario"
"4555","1","Conservative","Right","1","BlocQbc","Nova Scotia"
"4556","1","ndp","Wrong","1","Conservative","Ontario"
"4557","1","Liberal","Standstill","4","Liberal","Quebec"
"4558","1","Conservative","Standstill","2","Conservative","British Columbia"
